재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	432,104,560,000	432,104,560,000	432,104,560,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	199,449,480,000	498,815,940,000	448,843,940,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_AnnualDividendsPaid	               연차배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_DividendToHybridBond	               신종자본증권배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_InterimDividendsPaid	               중간배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_IssueOfHybridBond	               신종자본증권발행	0	0	199,449,480,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_RepaymentOfHybridBond	               신종자본증권상환	0	299,366,460,000	149,477,480,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202382914547512OfIncreaseDecreaseThroughTransactionsWithOwnersAbstract	               신종자본증권상환손실	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments	                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_ReversalOfImpairmentLossForDebtSecuritiesAtFairValueOfOtherComprehensiveIncomeAbstract	                  기타포괄손익인식채무증권대손상각비(환입)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202411615212779OfOtherComprehensiveIncomeAbstract	                  기타포괄손익-공정가치 측정 지분상품 평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	                  기타포괄손익-공정가치 측정 채무상품평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	                  확정급여제도의재측정요소	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations	                  해외영업순투자위험회피평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	199,449,480,000	199,449,480,000	498,815,940,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	666,948,419,098	667,059,439,098	667,581,959,098
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_AnnualDividendsPaid	               연차배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_DividendToHybridBond	               신종자본증권배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_InterimDividendsPaid	               중간배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_IssueOfHybridBond	               신종자본증권발행	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_RepaymentOfHybridBond	               신종자본증권상환	0	633,540,000	522,520,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202382914547512OfIncreaseDecreaseThroughTransactionsWithOwnersAbstract	               신종자본증권상환손실	633,540,000	522,520,000	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments	                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_ReversalOfImpairmentLossForDebtSecuritiesAtFairValueOfOtherComprehensiveIncomeAbstract	                  기타포괄손익인식채무증권대손상각비(환입)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202411615212779OfOtherComprehensiveIncomeAbstract	                  기타포괄손익-공정가치 측정 지분상품 평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	                  기타포괄손익-공정가치 측정 채무상품평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	                  확정급여제도의재측정요소	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations	                  해외영업순투자위험회피평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	667,581,959,098	666,948,419,098	667,059,439,098
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	-19,543,206,588	-66,763,353,283	-47,704,980,906
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_AnnualDividendsPaid	               연차배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_DividendToHybridBond	               신종자본증권배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_InterimDividendsPaid	               중간배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_IssueOfHybridBond	               신종자본증권발행	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_RepaymentOfHybridBond	               신종자본증권상환	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202382914547512OfIncreaseDecreaseThroughTransactionsWithOwnersAbstract	               신종자본증권상환손실	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments	                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체	0	9,165,905	-3,489,420
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_ReversalOfImpairmentLossForDebtSecuritiesAtFairValueOfOtherComprehensiveIncomeAbstract	                  기타포괄손익인식채무증권대손상각비(환입)	-599,597,263	403,874,780	26,374,804
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202411615212779OfOtherComprehensiveIncomeAbstract	                  기타포괄손익-공정가치 측정 지분상품 평가손익	-1,133,591,913	-860,348,822	-815,081,508
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	                  기타포괄손익-공정가치 측정 채무상품평가손익	20,183,760,660	60,566,598,995	-52,747,365,424
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	                  확정급여제도의재측정요소	-12,648,747,434	-12,950,352,432	33,637,640,847
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations	                  해외영업순투자위험회피평가손익	-1,025,481,600	-528,278,400	-1,352,384,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	352,978,818	579,486,669	2,195,932,324
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	-14,413,885,320	-19,543,206,588	-66,763,353,283
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	2,183,171,697,254	2,093,818,402,775	1,949,801,795,620
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_AnnualDividendsPaid	               연차배당	58,000,000,000	81,000,000,000	80,000,000,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_DividendToHybridBond	               신종자본증권배당	10,400,000,000	21,238,648,629	26,105,800,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_InterimDividendsPaid	               중간배당	60,000,000,000	65,000,000,000	54,000,000,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_IssueOfHybridBond	               신종자본증권발행	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_RepaymentOfHybridBond	               신종자본증권상환	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202382914547512OfIncreaseDecreaseThroughTransactionsWithOwnersAbstract	               신종자본증권상환손실	-633,540,000	-522,520,000	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments	                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체	0	-9,165,905	3,489,420
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_ReversalOfImpairmentLossForDebtSecuritiesAtFairValueOfOtherComprehensiveIncomeAbstract	                  기타포괄손익인식채무증권대손상각비(환입)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202411615212779OfOtherComprehensiveIncomeAbstract	                  기타포괄손익-공정가치 측정 지분상품 평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	                  기타포괄손익-공정가치 측정 채무상품평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	                  확정급여제도의재측정요소	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations	                  해외영업순투자위험회피평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	310,151,801,239	257,123,629,013	304,118,917,735
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	2,364,289,958,493	2,183,171,697,254	2,093,818,402,775
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	3,462,130,949,764	3,625,034,988,590	3,450,627,273,812
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_AnnualDividendsPaid	               연차배당	58,000,000,000	81,000,000,000	80,000,000,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_DividendToHybridBond	               신종자본증권배당	10,400,000,000	21,238,648,629	26,105,800,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_InterimDividendsPaid	               중간배당	60,000,000,000	65,000,000,000	54,000,000,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_IssueOfHybridBond	               신종자본증권발행	0	0	199,449,480,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_RepaymentOfHybridBond	               신종자본증권상환	0	300,000,000,000	150,000,000,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202382914547512OfIncreaseDecreaseThroughTransactionsWithOwnersAbstract	               신종자본증권상환손실	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments	                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_ReversalOfImpairmentLossForDebtSecuritiesAtFairValueOfOtherComprehensiveIncomeAbstract	                  기타포괄손익인식채무증권대손상각비(환입)	-599,597,263	403,874,780	26,374,804
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202411615212779OfOtherComprehensiveIncomeAbstract	                  기타포괄손익-공정가치 측정 지분상품 평가손익	-1,133,591,913	-860,348,822	-815,081,508
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	                  기타포괄손익-공정가치 측정 채무상품평가손익	20,183,760,660	60,566,598,995	-52,747,365,424
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	                  확정급여제도의재측정요소	-12,648,747,434	-12,950,352,432	33,637,640,847
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations	                  해외영업순투자위험회피평가손익	-1,025,481,600	-528,278,400	-1,352,384,000
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	352,978,818	579,486,669	2,195,932,324
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	310,151,801,239	257,123,629,013	304,118,917,735
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	3,649,012,072,271	3,462,130,949,764	3,625,034,988,590
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_AnnualDividendsPaid	               연차배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_DividendToHybridBond	               신종자본증권배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_InterimDividendsPaid	               중간배당	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_IssueOfHybridBond	               신종자본증권발행	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_RepaymentOfHybridBond	               신종자본증권상환	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202382914547512OfIncreaseDecreaseThroughTransactionsWithOwnersAbstract	               신종자본증권상환손실	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_TransferOfAmountRecognisedInOtherComprehensiveIncomeAndAccumulatedInEquityRelatingToDisposalOfInvestmentsInEquityInstruments	                  기타포괄손익-공정가치 측정 지분상품 처분손익 대체	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_ReversalOfImpairmentLossForDebtSecuritiesAtFairValueOfOtherComprehensiveIncomeAbstract	                  기타포괄손익인식채무증권대손상각비(환입)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	entity01030132_udf_CE_202411615212779OfOtherComprehensiveIncomeAbstract	                  기타포괄손익-공정가치 측정 지분상품 평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome	                  기타포괄손익-공정가치 측정 채무상품평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	                  확정급여제도의재측정요소	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations	                  해외영업순투자위험회피평가손익	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	                  지분법자본변동	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	               당기순이익(손실)	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	ifrs-full_Equity	         자본총계	0	0	0
 자본변동표, 은행 - 연결	[192520]	경남은행	기타법인	641	은행 및 저축기관	12	2024-12-31	사업보고서	KRW	dart_EquityAtBeginningOfPeriod	         기초자본	3,462,130,949,764	3,625,034,988,590	3,450,627,273,812
