stock_code,contribution,name,pct
319660,0.5529655662803121,피에스케이,0.07933027250259524
281740,0.4700508351488745,레이크머티리얼즈,0.06743505041963106
001040,0.374874213261124,CJ,0.053780696856493934
347850,0.3,디앤디파마텍,0.04303899411109845
042670,0.3,두산인프라코어,0.04303899411109845
004170,0.3,신세계,0.04303899411109845
112040,0.3,위메이드,0.04303899411109845
082270,0.3,젬백스,0.04303899411109845
466100,0.3,클로봇,0.04303899411109845
015750,0.2442684034331708,성우하이텍,0.03504355458962553
137400,0.21783725883799854,피엔티,0.03125165500102149
011170,0.21691226784078788,롯데케미칼,0.0311189527274156
014680,0.20866935483870974,한솔케미칼,0.02993639711356647
415640,0.19787377087416624,KB발해인프라,0.02838762686464695
302440,0.1851955316115249,SK바이오사이언스,0.026568764648100558
002020,0.16521739130434776,코오롱,0.02370263443799624
032350,0.15628299894403375,롯데관광개발,0.022420876904056912
178320,0.15231517328955924,서진시스템,0.0218516394874676
195940,0.14888888888888885,HK이노엔,0.021360093373656262
068760,0.13636363636363646,셀트리온제약,0.019563179141408402
282330,0.13275193798449614,BGF리테일,0.019045032923838787
003540,0.1274783543883612,대신증권,0.018288467146043996
028670,0.12155388471177941,팬오션,0.017438523094304714
051600,0.11180124223602483,한전KPS,0.01603937668736588
000120,0.09800048895644686,CJ대한통운,0.01405947489027095
085620,0.09189189189189184,미래에셋생명,0.01318311531330943
294870,0.07894736842105265,HDC현대산업개발,0.011326051081868018
095660,0.07379307998503037,네오위즈,0.010586599783051797
018670,0.06651884700665178,SK가스,0.00954301421532115
335890,0.06212814645308917,비올,0.008913109764426557
089860,0.056313993174061494,롯데렌탈,0.008078992068636237
140860,0.04169787765293376,파크시스템스,0.0059821157024997325
185750,0.03960126219162352,종근당,0.005681328300857835
456040,0.036423841059602724,OCI,0.005225484936226092
003690,0.024780748456043278,코리안리,0.0035551282895608625
029780,0.013459008599521538,삼성카드,0.0019308739728534363
003850,0.010238907849829282,보령제약,0.0014689076488429405
003090,0.0,대웅,0.0
253450,0.0,스튜디오드래곤,0.0
124500,0.0,아이티센,0.0
183300,0.0,코미코,0.0
001500,0.0,현대차증권,0.0
000370,0.0,한화손해보험,0.0
171090,0.0,선익시스템,0.0
103590,0.0,일진전기,0.0
000500,0.0,가온전선,0.0
000670,0.0,영풍,0.0
000815,0.0,삼성화재우,0.0
476060,0.0,온코닉테라퓨틱스,0.0
003570,0.0,S&T중공업,0.0
004490,0.0,세방전지,0.0
053800,0.0,안랩,0.0
011210,0.0,현대위아,0.0
069960,0.0,현대백화점,0.0
006120,0.0,SK디스커버리,0.0
006040,0.0,동원산업,0.0
019170,0.0,신풍제약,0.0
211050,0.0,인카금융서비스,0.0
031980,0.0,피에스케이홀딩스,0.0
280360,0.0,롯데제과,0.0
001120,-0.006562378258360035,LG상사,-0.0009414605307211934
089010,-0.014357695687914451,켐트로닉스,-0.002059802600536979
089030,-0.028070641028734133,테크윙,-0.004027107179768156
139130,-0.060443252616597276,DGB금융지주,-0.008671389311404553
001740,-0.06186726659167607,SK네트웍스,-0.008875683075029681
462870,-0.07071960297766744,시프트업,-0.010145668586983498
039130,-0.07495256166982922,하나투어,-0.010752942867731744
365550,-0.0886214442013129,ESR켄달스퀘어리츠,-0.012713926050324486
067160,-0.09058823529411764,아프리카TV,-0.012996088417861098
041190,-0.09732189164977134,우리기술투자,-0.0139621210719849
014620,-0.11127819548872175,성광벤드,-0.015964338667775857
241590,-0.11250000000000004,화승엔터프라이즈,-0.016139622791661926
300720,-0.1296758104738155,한일시멘트,-0.018603721477781544
023530,-0.1312802838024918,롯데쇼핑,-0.018833904538262593
052400,-0.14737359451950371,코나아이,-0.02114270422218777
004020,-0.15713567081308188,현대제철,-0.022543204035892453
101490,-0.16316793893129766,에스앤에스텍,-0.02340861320928064
000210,-0.16472261571437508,대림산업,-0.023631652292319075
009900,-0.16701461377870563,명신산업,-0.023960469929630312
001720,-0.17478997452562706,신영증권,-0.025075948947625035
008770,-0.18481872761945978,호텔신라,-0.026514707098782127
298050,-0.18609865470852016,효성첨단소재,-0.02669832968027781
000080,-0.19154158215010142,하이트진로,-0.02747919008729565
229640,-0.2577055421333919,LS전선아시아,-0.03697129103425496
086520,-0.28101290910504906,에코프로,-0.04031504313371617
082920,-0.3,비츠로셀,-0.04303899411109845
014940,-0.3,오리엔탈정공,-0.04303899411109845
007660,-0.3143520220709507,이수페타시스,-0.04509798275574512
088350,-0.3202443572300826,한화생명,-0.04594331668312678
035250,-0.3361987565581118,강원랜드,-0.048232187678877325
003670,-0.36659085643964884,포스코켐텍,-0.052592339038295285
090460,-0.37494336555588215,비에이치,-0.053790617673850155
006220,-0.3924084438354891,제주은행,-0.05629621567793641
298020,-0.4852228279281776,효성티앤씨,-0.06961167477923791
088980,-0.5082020050140983,맥쿼리인프라,-0.07290834367016734
375500,-0.5099741826451969,DL이앤씨,-0.07316258614559625
003380,-0.5580133169188409,하림지주,-0.08005443953594836
361610,-0.7564904976786062,SK아이이테크놀로지,-0.1085286335823049
011200,-0.76726302385048,현대상선,-0.11007409588388133
009830,-0.8006270377310931,한화케미칼,-0.11486060787364903
018880,-0.8341114369501467,한온시스템,-0.11966439074299075
214150,-0.9236596224704916,클래시스,-0.1325112701738897
074600,-1.02278360273554,원익QnC,-0.14673192485020986
051915,-1.0487515360804902,LG화학우,-0.15045737061791226
145020,-1.1561560554721386,휴젤,-0.1658659788765873
017670,-1.2205509201557994,SK텔레콤,-0.17510427954960414
