rank,stock_code,name,closing_price,market_cap,pe,pb,roe,gpa,debt_ratio,score
18,032350,롯데관광개발,21900,1741914699600,18.4271248106041,5.056103262586782,-0.03274591695702201,0.10904997296037545,5.286173893232438,0.5706878862124163
19,096770,SK이노베이션,108200,18291511661600,18.4271248106041,0.4713906328177873,-0.0322675494329838,0.02663531514251381,1.7806529121818497,0.5682045750391533
20,006730,서부T&D,14980,972605306540,32.7166676028681,0.7509900664411591,0.02295435695215254,0.02785317516668224,1.390276438199321,0.5672279761460217
21,042700,한미반도체,182000,17346820400000,93.6909378381367,26.41773530864284,0.28196681470179025,0.36409054499441235,0.19406019663162064,0.5649930823712342
22,009830,한화케미칼,28350,4873153395600,18.4271248106041,0.4369070568085917,-0.018299849387017984,0.0433573522524048,1.8925974064514428,0.5641799092733181
23,267260,현대일렉트릭,902000,32514515770000,66.83850747985204,18.224554487868275,0.2726654914214225,0.21926246464486604,1.4878492741663814,0.5631502859619519
24,059090,미코,16340,546030152520,8.917793185115789,1.0194993261546617,0.11432192976354884,0.1467766360924877,2.0948982274778842,0.5615761222111506
25,489790,한화비전,55700,2812203323000,18.4271248106041,3.522410533353696,-0.025354079804385195,0.4045897319264207,1.2235500747725383,0.5614560589823588
26,021240,웅진코웨이,79600,5723966986800,12.170940039157964,1.670452430742673,0.1372492531692927,0.35510622396596625,0.9531591345895053,0.560571015038579
27,229640,LS전선아시아,42000,1286244918000,30.51630389003588,6.002958673290812,0.19671316339364694,0.16718822871752742,1.150520105804702,0.5599850172175487
28,023590,다우기술,51400,2306144113800,2.576354521928561,0.32100499975804286,0.12459659453922929,0.024587880696062707,9.300053386197224,0.5565033698838757
29,458870,씨어스테크놀로지,155700,1972077516000,258.34682317110764,64.89612481486697,0.25119768851148255,0.47867996103456045,0.33884989640195207,0.5561260942376024
30,005380,현대차,492500,100843199755000,10.984204199832542,0.8045134015920499,0.07324275723172691,0.0744102826990385,1.827611786956804,0.5549999036986609
31,103590,일진전기,66000,3147235740000,41.02868107155238,5.609290247964511,0.13671631896190212,0.14466391787613056,1.426666934937123,0.5536356216011028
32,000660,SK하이닉스,841000,612249988965000,22.101332616163578,6.122115482018884,0.27700209703832696,0.2433011601102516,0.48425710349647144,0.55134603232463
33,060370,LS마린솔루션,31300,1635076130200,222.54499440495871,2.6127259787790824,0.011740214538480159,0.021348352801536255,0.12737831988670004,0.5510058343214369
34,033780,KT&G,143500,16929648557500,20.64201103145137,1.8466031621417769,0.08945849119682112,0.1627357585734773,0.6120378556052878,0.5501849662752875
35,389470,인벤티지랩,81900,1043344165500,234.53640941373115,14.23218191498006,-0.20421146711133348,-0.018374996214231568,0.5376037302054865,0.5492870110093294
36,214150,클래시스,67900,4447834246100,49.804879982978846,8.580681642449127,0.17228596164435356,0.2889189605207181,0.2624635467468292,0.5481055838059037
37,161890,한국콜마,68100,1607505743700,14.972865921901745,1.005622138651187,0.06716296959423117,0.17074435019582712,1.1841024769157185,0.5461795114265773
38,257720,실리콘투,51300,3138118880400,23.632546275196383,7.498059302929966,0.31727682728794987,0.3883705186018284,0.5963628720618266,0.545541805979156
39,161390,한국타이어앤테크놀로지,65000,8051879485000,9.144286796361879,0.6095511360253227,0.06665923210849392,0.1257600729451289,1.0216839615823134,0.5431106763300045
40,475830,오름테라퓨틱,117200,2488433529600,234.53640941373115,17.139788961990185,-0.1790430029805035,0.08479388826244716,0.2558476320565668,0.5427885723286023
41,041510,에스엠,118100,2703862889000,8.23629247544203,2.0898119467217304,0.2537321195128604,0.1616960335168691,0.51479031020871,0.5422135665552277
42,010950,S-Oil,100500,11314570596000,18.4271248106041,1.308645728234337,-0.005567189046051852,0.01775406860320494,1.8902239933657297,0.5416870425664516
43,096530,씨젠,27500,1436214835000,33.04696943741223,1.4313461237130953,0.043312477606272694,0.17985459440486334,0.21373258290069802,0.541575692744091
44,145020,휴젤,296500,3648145784500,34.0488075122984,3.904801122583053,0.11468246343642555,0.23013743738712242,0.10369806060068647,0.5406193224966794
45,207940,삼성바이오로직스,1791000,82907093241000,65.0558155460064,6.80714740134267,0.10463549406322895,0.13255285440390208,0.5055977390084087,0.5404940597988286
46,067160,아프리카TV,73600,846014851200,11.232619540040522,1.7863830287913778,0.15903530093078658,0.11903507169756315,0.8292224912104837,0.538952478203127
47,214370,케어젠,109200,5865678000000,250.88429037210773,27.221454105345515,0.10850202722925006,0.1788602386841115,0.08581880829259142,0.5387514534905855
48,466100,클로봇,73500,1836922216500,234.53640941373115,31.114489379429806,-0.054496130529034424,0.07424022362399317,0.24581451675127342,0.5382432941751746
49,003490,대한항공,23800,8763651731800,13.932472659973532,0.7776408748090081,0.05581499377659539,0.05851886063050601,3.3259959181608623,0.5374750407862147
50,356860,티엘비,61700,606673271000,50.89104518636946,5.02483271170468,0.09873707040802769,0.11903507169756315,0.8617830154580182,0.5357499475088778
51,089030,테크윙,44150,1635918426750,121.64246393687164,8.305288854018308,0.06827623006985845,0.09580732616507456,1.7996154509949842,0.5341284123169923
52,196170,알테오젠,435000,23275017780000,328.9953866699198,61.586774987163245,0.1871964698670778,0.19242659599395204,0.6920864069959445,0.5328095313957222
53,402340,SK스퀘어,504000,66571905960000,12.012734173039771,2.6772249863478303,0.22286558145574697,0.10904997296037545,0.09604246535562137,0.5321980141496017
54,068270,셀트리온,218500,50464971726500,100.21722322189798,2.9964197528808034,0.029899249415903495,0.07653229313583561,0.25167360014365914,0.5314659444755854
55,035420,NAVER,277500,43526607045000,26.288257126005412,1.5117935164601681,0.05750832051032553,0.10904997296037545,0.4159476340725488,0.5314233325721865
56,011790,SKC,116900,4426804036200,18.4271248106041,1.769204414366956,-0.08823102559826726,0.0005883178679762782,1.8236579003433433,0.5307107266233858
57,141080,레고켐바이오,202500,7413593445000,234.53640941373115,13.166487450959401,-0.047863017232390295,0.08479388826244716,0.24218488507525354,0.5301022187042679
58,089970,에이피티씨,29350,716483248250,47.85888902994013,4.440268565452133,0.09277834599700668,0.16565419925381647,0.31845977966769407,0.5287586549409273
59,078600,대주전자재료,78700,1218322669100,69.15907231805356,4.9405690950574925,0.07143775833684493,0.06311071348527415,1.6180758229369083,0.5283078451328672
60,003230,삼양식품,1199000,9032084985000,30.820884141582773,8.235296215432047,0.2671985715140855,0.36598591759076665,0.8974461201202121,0.5260036807065666
61,178320,서진시스템,34600,1933215453400,42.527285218564415,2.7379602765917816,-0.18136274265316435,0.02458336684517975,2.0308082442235027,0.5258504694042401
62,090430,아모레퍼시픽,133900,7832180430100,34.83723992519068,1.442259742939553,0.04139994287827206,0.3310659013550475,0.24003513289538855,0.525243472994959
63,326030,SK바이오팜,119400,9350602050000,77.58939262677157,13.56229433393521,0.1747957275445362,0.47034207827273783,0.4938661046445206,0.5252234047469313
64,010140,삼성중공업,30200,26576000000000,60.03031819244062,6.736037981315675,0.11221059931286384,0.06301596298515152,2.6852154366173346,0.5251177796030643
65,139480,이마트,88600,2444989563400,6.743100755320258,0.17589062031005528,0.026084530943910163,0.19405859461065295,1.5114921901216598,0.5245999271931377
66,011170,롯데케미칼,86400,3695796201600,18.4271248106041,0.19286509079234365,-0.045982339042731565,0.011477659845602626,0.7571387051815884,0.5240953522500721
67,204320,만도,64300,3019342816000,32.20617086525812,1.1716623506205828,0.03638005758345194,0.15254445789679222,1.6626127564076338,0.5236341062191285
68,006260,LS,219000,6942300000000,16.97085109711738,0.9228404711467293,0.05437797231651396,0.08853333816645263,2.080447155509048,0.5234119595860095
69,122870,와이지엔터테인먼트,74200,1386875835800,30.2373993824829,2.145077539078866,0.07094120469637843,0.1505500970945636,0.3236611873720957,0.5228169909078957
70,028670,팬오션,4690,2507131011280,9.919803004194033,0.45203936472585976,0.04556938928472069,0.04228678638414433,0.9041391263709446,0.5223240099392857
71,035900,JYP Ent.,73100,2597425165200,19.572925855859506,4.342258571470701,0.22185025393997335,0.2536273487719172,0.4448558261797458,0.5220566011044699
72,095340,ISC,131600,2789532832800,80.61489686969688,5.424266085976177,0.06728615053299357,0.10863247690609083,0.15261464944246014,0.5209563689635966
73,062040,산일전기,150400,4593998080000,43.36275985998393,8.536862095474007,0.19687082010091345,0.27554299183363795,0.14242035920968882,0.5206799958829801
74,003380,하림지주,13080,1465033522680,3.1004950576911683,0.23995500458197108,0.07739248091582424,0.10546932159030409,1.7490699704247892,0.5205536845722883
75,222800,심텍,59700,2229330414600,42.527285218564415,4.355625663572081,-0.09342435971744037,0.057345779311086295,1.9793327253540778,0.5198031470352121
76,052690,한전기술,133900,5117658000000,66.0401740190543,8.340241002072325,0.1262904152806434,0.1007440822067886,0.3901623868196832,0.5195961415743321
77,009150,삼성전기,280000,20914234880000,41.522042830396316,2.2188439103620983,0.05343773473346037,0.12098992753748719,0.46855529476919827,0.5193890258759907
78,352820,하이브,379500,16208321283000,909.7984429440602,4.627330043315119,0.005086104597345013,0.12443861846566873,0.615316359995857,0.5186401562107947
79,093370,후성,8450,906307538500,18.4271248106041,2.507479230479049,-0.015468237963665032,0.08002361202478149,1.3824423370862027,0.5180272051258391
80,051900,LG생활건강,275000,4208176225000,25.43858802271218,0.7271887211368999,0.028586048898926637,0.3365480524040538,0.2494633329214231,0.5178311242198422
81,100090,삼강엠앤티,18780,1173339262620,49.215671125782364,1.5098671924245741,0.03067858586273768,0.0596818662727269,0.49107094878048224,0.5177844276148795
82,272290,이녹스첨단소재,31000,617757398000,12.261322717969033,1.1342240727974062,0.0925042182549518,0.11181753458155376,0.9921435635341036,0.5177336287645496
83,108320,LX세미콘,54700,889657210000,13.951908168817136,0.8059709995019723,0.05776779704609422,0.27239075266860785,0.32355714987769857,0.5172865576044429
84,253450,스튜디오드래곤,48600,1460843002800,193.77504284158766,1.7043174813765374,0.008795340495782152,0.028644335911932797,0.31513854953489184,0.5167170293142316
85,071970,STX중공업,90300,3063110998500,57.783363139956386,8.153801905341506,0.14110985346408933,0.10279496830014836,0.7702063625506002,0.5156937122696852
